NO CAMERA PICTURE
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
Direction: 7.75 X: 0
